purchase_order_number,supplier_code,warehouse_code,order_date,promised_delivery_date,buyer_name,order_status
PO-2025-01887,BRAMW,DAV,2025-10-27,2025-11-05,R. Deakin,Complete
PO-2025-01888,FOXLY,DAV,2025-10-27,2025-11-05,R. Deakin,Part received
PO-2025-01889,ARDEN,BRS,2025-10-27,2025-11-05,S. Nkemelu,Complete
PO-2025-01890,HALDN,BRS,2025-10-27,2025-11-05,M. Castleford,Complete
PO-2025-01891,ARDEN,DAV,2025-10-28,2025-11-06,S. Nkemelu,Part received
PO-2025-01892,RAVNS,DAV,2025-10-28,2025-11-17,R. Deakin,Complete
PO-2025-01893,GRANH,DAV,2025-10-28,2025-11-06,M. Castleford,Complete
PO-2025-01894,ARDEN,BRS,2025-10-28,2025-11-06,S. Nkemelu,Complete
PO-2025-01895,CHARN,DAV,2025-10-29,2025-11-07,S. Nkemelu,Part received
PO-2025-01896,NEWLY,DAV,2025-10-29,2025-11-18,S. Nkemelu,Complete
PO-2025-01897,BRAMW,WAR,2025-10-29,2025-11-07,A. Whitcombe,Complete
PO-2025-01898,KENTM,DAV,2025-10-30,2025-11-19,R. Deakin,Complete
PO-2025-01899,MERID,WAR,2025-10-30,2026-01-19,A. Whitcombe,Outstanding
PO-2025-01900,GRANH,WAR,2025-10-30,2025-11-10,R. Deakin,Part received
PO-2025-01901,ARDEN,WAR,2025-10-30,2025-11-10,T. Harrowby,Complete
PO-2025-01902,ARDEN,DAV,2025-10-31,2025-11-11,S. Nkemelu,Complete
PO-2025-01903,PENRT,DAV,2025-10-31,2025-11-20,A. Whitcombe,Complete
PO-2025-01904,MARSD,WAR,2025-10-31,2025-11-20,A. Whitcombe,Complete
PO-2025-01905,KENTM,WAR,2025-10-31,2025-11-20,R. Deakin,Complete
PO-2025-01906,ARDEN,WAR,2025-10-31,2025-11-11,R. Deakin,Complete
PO-2025-01907,EASTN,WAR,2025-10-31,2025-11-11,R. Deakin,Part received
PO-2025-01908,FOXLY,WAR,2025-11-03,2025-11-12,S. Nkemelu,Part received
PO-2025-01909,ARDEN,WAR,2025-11-03,2025-10-19,T. Harrowby,Complete
PO-2025-01910,PENRT,BRS,2025-11-03,2025-11-21,T. Harrowby,Part received
PO-2025-01911,DUNKD,DAV,2025-11-04,2025-12-03,A. Whitcombe,Complete
PO-2025-01912,MARSD,DAV,2025-11-04,2025-11-24,M. Castleford,Part received
PO-2025-01913,HALDN,WAR,2025-11-04,2025-11-13,S. Nkemelu,Part received
PO-2025-01914,ARDEN,BRS,2025-11-04,2025-11-13,A. Whitcombe,Part received
PO-2025-01915,JARVS,DAV,2025-11-05,2025-11-25,A. Whitcombe,Complete
PO-2025-01916,ARDEN,DAV,2025-11-05,2025-11-14,T. Harrowby,Part received
PO-2025-01917,NEWLY,DAV,2025-11-05,2025-11-25,S. Nkemelu,Complete
PO-2025-01918,ORMSK,DAV,2025-11-05,2025-11-25,S. Nkemelu,Part received
PO-2025-01919,BRAMW,DAV,2025-11-05,2025-11-14,S. Nkemelu,Part received
PO-2025-01920,KELSO,DAV,2025-11-05,2025-12-04,A. Whitcombe,Complete
PO-2025-01921,MERID,DAV,2025-11-05,2026-01-23,A. Whitcombe,Part received
PO-2025-01922,GRANH,BRS,2025-11-05,2025-11-14,R. Deakin,Complete
PO-2025-01923,CROMR,BRS,2025-11-05,2025-12-04,T. Harrowby,Complete
PO-2025-01924,ARDEN,DAV,2025-11-06,2025-11-17,R. Deakin,Complete
PO-2025-01925,DERWT,BRS,2025-11-06,2025-11-17,T. Harrowby,Complete
PO-2025-01926,ARDEN,BRS,2025-11-06,2025-11-17,R. Deakin,Complete
PO-2025-01927,TANFD,LIV,2025-11-06,2026-01-26,M. Castleford,Outstanding
PO-2025-01928,IRWEL,DAV,2025-11-07,2025-11-27,M. Castleford,Complete
PO-2025-01929,CHARN,DAV,2025-11-07,2025-11-18,T. Harrowby,Complete
PO-2025-01930,ARDEN,BRS,2025-11-07,2025-11-18,S. Nkemelu,Complete
PO-2025-01931,BEWLY,BRS,2025-11-07,2025-12-08,S. Nkemelu,Complete
PO-2025-01932,HALDN,DAV,2025-11-10,2025-11-19,A. Whitcombe,Part received
PO-2025-01933,PENRT,WAR,2025-11-10,2025-11-28,T. Harrowby,Part received
PO-2025-01934,LANGD,DAV,2025-11-11,2025-12-01,R. Deakin,Complete
PO-2025-01935,ARDEN,DAV,2025-11-11,2025-11-20,S. Nkemelu,Complete
PO-2025-01936,WROXH,WAR,2025-11-11,2026-01-29,T. Harrowby,Outstanding
PO-2025-01937,DERWT,DAV,2025-11-12,2025-11-21,R. Deakin,Complete
PO-2025-01938,ARDEN,DAV,2025-11-12,2025-11-21,M. Castleford,Complete
PO-2025-01939,BRAMW,DAV,2025-11-12,2025-11-21,S. Nkemelu,Complete
PO-2025-01940,KENTM,DAV,2025-11-12,2025-12-02,S. Nkemelu,Complete
PO-2025-01941,NEWLY,BRS,2025-11-12,2025-12-02,S. Nkemelu,Complete
PO-2025-01942,MERID,BRS,2025-11-12,2026-01-30,R. Deakin,Outstanding
PO-2025-01943,CHARN,DAV,2025-11-13,2025-11-24,S. Nkemelu,Complete
PO-2025-01944,LANGD,DAV,2025-11-13,2025-12-03,T. Harrowby,Complete
PO-2025-01945,EASTN,DAV,2025-11-13,2025-11-24,T. Harrowby,Complete
PO-2025-01946,SELBY,DAV,2025-11-14,2026-02-03,T. Harrowby,Outstanding
PO-2025-01947,KELSO,DAV,2025-11-14,2025-12-15,M. Castleford,Complete
PO-2025-01948,ARDEN,DAV,2025-11-14,2025-11-25,A. Whitcombe,Complete
PO-2025-01949,ARDEN,WAR,2025-11-14,2025-11-25,T. Harrowby,Complete
PO-2025-01950,EASTN,WAR,2025-11-14,2025-11-25,M. Castleford,Part received
PO-2025-01951,DERWT,WAR,2025-11-14,2025-11-25,T. Harrowby,Complete
PO-2025-01952,NEWLY,WAR,2025-11-14,2025-12-04,T. Harrowby,Complete
PO-2025-01953,PENRT,BRS,2025-11-14,2025-12-04,R. Deakin,Complete
PO-2025-01954,ARDEN,DAV,2025-11-17,2025-11-26,T. Harrowby,Part received
PO-2025-01955,KENTM,BRS,2025-11-17,2025-12-05,A. Whitcombe,Complete
PO-2025-01956,NEWLY,BRS,2025-11-17,2025-12-05,M. Castleford,Complete
PO-2025-01957,ARDEN,BRS,2025-11-17,2025-11-26,R. Deakin,Part received
PO-2025-01958,GRANH,DAV,2025-11-18,2025-11-27,A. Whitcombe,Complete
PO-2025-01959,YARLT,DAV,2025-11-18,2026-02-05,T. Harrowby,Outstanding
PO-2025-01960,ARDEN,DAV,2025-11-18,2025-11-27,R. Deakin,Complete
PO-2025-01961,PENRT,DAV,2025-11-18,2025-12-08,R. Deakin,Complete
PO-2025-01962,KELSO,WAR,2025-11-18,2025-12-17,T. Harrowby,Complete
PO-2025-01963,TANFD,BRS,2025-11-18,2026-02-05,M. Castleford,Outstanding
PO-2025-01964,ARDEN,BRS,2025-11-18,2025-11-27,M. Castleford,Complete
PO-2025-01965,EASTN,DAV,2025-11-19,2025-11-28,S. Nkemelu,Complete
PO-2025-01966,NEWLY,DAV,2025-11-20,2025-12-10,A. Whitcombe,Part received
PO-2025-01967,HALDN,WAR,2025-11-20,2025-12-01,T. Harrowby,Part received
PO-2025-01968,ARDEN,BRS,2025-11-20,2025-12-01,T. Harrowby,Part received
PO-2025-01969,BRAMW,BRS,2025-11-20,2025-12-01,M. Castleford,Complete
PO-2025-01970,HALDN,LIV,2025-11-20,2025-12-01,A. Whitcombe,Complete
PO-2025-01971,BRAMW,LIV,2025-11-20,2025-12-01,R. Deakin,Part received
PO-2025-01972,HALDN,WAR,2025-11-21,2025-12-02,R. Deakin,Complete
PO-2025-01973,CROMR,WAR,2025-11-21,2025-12-22,M. Castleford,Complete
PO-2025-01974,EASTN,WAR,2025-11-21,2025-12-02,S. Nkemelu,Complete
PO-2025-01975,MERID,LIV,2025-11-21,2026-02-10,S. Nkemelu,Outstanding
PO-2025-01976,CHARN,DAV,2025-11-24,2025-12-03,R. Deakin,Complete
PO-2025-01977,SELBY,BRS,2025-11-24,2026-02-11,R. Deakin,Outstanding
PO-2025-01978,NEWLY,DAV,2025-11-25,2025-12-15,A. Whitcombe,Complete
PO-2025-01979,HALDN,DAV,2025-11-25,2025-12-04,M. Castleford,Complete
PO-2025-01980,CHARN,WAR,2025-11-25,2025-12-04,R. Deakin,Part received
PO-2025-01981,PENRT,WAR,2025-11-25,2025-12-15,S. Nkemelu,Complete
PO-2025-01982,FOXLY,BRS,2025-11-25,2025-12-04,T. Harrowby,Complete
PO-2025-01983,ARDEN,LIV,2025-11-25,2025-12-04,R. Deakin,Part received
PO-2025-01984,UPTON,DAV,2025-11-26,2026-02-13,A. Whitcombe,Outstanding
PO-2025-01985,ARDEN,DAV,2025-11-26,2025-12-05,R. Deakin,Complete
PO-2025-01986,IRWEL,DAV,2025-11-26,2025-12-16,S. Nkemelu,Complete
PO-2025-01987,BRAMW,DAV,2025-11-26,2025-12-05,T. Harrowby,Complete
PO-2025-01988,MARSD,WAR,2025-11-26,2025-12-16,S. Nkemelu,Part received
PO-2025-01989,ARDEN,WAR,2025-11-26,2025-12-05,S. Nkemelu,Complete
PO-2025-01990,FOXLY,WAR,2025-11-26,2025-12-05,M. Castleford,Complete
PO-2025-01991,ARDEN,BRS,2025-11-26,2025-12-05,A. Whitcombe,Complete
PO-2025-01992,HALDN,BRS,2025-11-26,2025-12-05,M. Castleford,Complete
PO-2025-01993,IRWEL,DAV,2025-11-27,2025-12-17,M. Castleford,Complete
PO-2025-01994,FOXLY,DAV,2025-11-27,2025-12-08,A. Whitcombe,Part received
PO-2025-01995,ARDEN,DAV,2025-11-27,2025-12-08,S. Nkemelu,Complete
PO-2025-01996,MERID,DAV,2025-11-27,2026-02-16,S. Nkemelu,Outstanding
PO-2025-01997,MARSD,DAV,2025-11-27,2025-12-17,M. Castleford,Part received
PO-2025-01998,ARDEN,WAR,2025-11-27,2025-12-08,A. Whitcombe,Complete
PO-2025-01999,GRANH,BRS,2025-11-27,2025-12-08,A. Whitcombe,Complete
PO-2025-02000,KELSO,DAV,2025-11-28,2025-12-31,T. Harrowby,Part received
PO-2025-02001,EASTN,DAV,2025-11-28,2025-12-09,A. Whitcombe,Complete
PO-2025-02002,EASTN,WAR,2025-11-28,2025-12-09,T. Harrowby,Complete
PO-2025-02003,CROMR,BRS,2025-11-28,2025-12-31,T. Harrowby,Complete
PO-2025-02004,KENTM,DAV,2025-12-01,2025-12-19,A. Whitcombe,Complete
PO-2025-02005,MERID,WAR,2025-12-01,2026-02-18,S. Nkemelu,Outstanding
PO-2025-02006,YARLT,WAR,2025-12-01,2026-02-18,T. Harrowby,Outstanding
PO-2025-02007,BRAMW,WAR,2025-12-01,2025-12-10,T. Harrowby,Complete
PO-2025-02008,KENTM,WAR,2025-12-01,2025-12-19,T. Harrowby,Part received
PO-2025-02009,ORMSK,BRS,2025-12-01,2025-12-19,M. Castleford,Part received
PO-2025-02010,JARVS,DAV,2025-12-02,2025-12-22,M. Castleford,Part received
PO-2025-02011,QUEND,DAV,2025-12-02,2025-12-22,M. Castleford,Part received
PO-2025-02012,RAVNS,DAV,2025-12-02,2025-12-22,T. Harrowby,Complete
PO-2025-02013,CROMR,DAV,2025-12-02,2026-01-02,A. Whitcombe,Part received
PO-2025-02014,HALDN,DAV,2025-12-02,2025-12-11,S. Nkemelu,Complete
PO-2025-02015,BEWLY,WAR,2025-12-02,2026-01-02,M. Castleford,Outstanding
PO-2025-02016,FOXLY,BRS,2025-12-02,2025-12-11,T. Harrowby,Part received
PO-2025-02017,ORMSK,DAV,2025-12-03,2025-12-23,S. Nkemelu,Part received
PO-2025-02018,GRANH,DAV,2025-12-03,2025-12-12,A. Whitcombe,Complete
PO-2025-02019,PENRT,DAV,2025-12-03,2025-12-23,S. Nkemelu,Part received
PO-2025-02020,SELBY,DAV,2025-12-03,2026-02-20,A. Whitcombe,Outstanding
PO-2025-02021,IRWEL,WAR,2025-12-03,2025-12-23,M. Castleford,Part received
PO-2025-02022,FOXLY,LIV,2025-12-03,2025-12-12,A. Whitcombe,Complete
PO-2025-02023,ARDEN,DAV,2025-12-04,2025-12-15,T. Harrowby,Part received
PO-2025-02024,EASTN,WAR,2025-12-04,2025-12-15,M. Castleford,Complete
PO-2025-02025,ORMSK,LIV,2025-12-04,2025-12-24,A. Whitcombe,Part received
PO-2025-02026,MERID,LIV,2025-12-04,2026-02-23,T. Harrowby,Outstanding
PO-2025-02027,BEWLY,DAV,2025-12-05,2026-01-07,R. Deakin,Outstanding
PO-2025-02028,BRAMW,WAR,2025-12-05,2025-12-16,S. Nkemelu,Part received
PO-2025-02029,ARDEN,WAR,2025-12-05,2025-12-16,S. Nkemelu,Part received
PO-2025-02030,IRWEL,BRS,2025-12-05,2025-12-29,R. Deakin,Part received
PO-2025-02031,ARDEN,DAV,2025-12-08,2025-12-17,R. Deakin,Part received
PO-2025-02032,PENRT,DAV,2025-12-08,2025-12-30,M. Castleford,Complete
PO-2025-02033,MERID,DAV,2025-12-08,2026-02-25,A. Whitcombe,Outstanding
PO-2025-02034,CROMR,DAV,2025-12-08,2026-01-08,R. Deakin,Part received
PO-2025-02035,CHARN,DAV,2025-12-08,2025-12-17,A. Whitcombe,Complete
PO-2025-02036,CHARN,WAR,2025-12-08,2025-12-17,A. Whitcombe,Complete
PO-2025-02037,ARDEN,BRS,2025-12-08,2025-12-17,T. Harrowby,Complete
PO-2025-02038,ARDEN,DAV,2025-12-09,2025-12-04,A. Whitcombe,Part received
PO-2025-02039,ARDEN,WAR,2025-12-09,2025-12-18,M. Castleford,Complete
PO-2025-02040,PENRT,BRS,2025-12-09,2025-12-31,T. Harrowby,Part received
PO-2025-02041,KENTM,BRS,2025-12-09,2025-12-31,R. Deakin,Part received
PO-2025-02042,FOXLY,BRS,2025-12-09,2025-12-18,T. Harrowby,Complete
PO-2025-02043,IRWEL,LIV,2025-12-09,2025-12-31,S. Nkemelu,Complete
PO-2025-02044,SELBY,LIV,2025-12-09,2026-02-26,A. Whitcombe,Outstanding
PO-2025-02045,WROXH,LIV,2025-12-09,2026-02-26,S. Nkemelu,Outstanding
PO-2025-02046,VERND,LIV,2025-12-09,2026-02-26,M. Castleford,Outstanding
PO-2025-02047,GRANH,DAV,2025-12-10,2025-12-19,R. Deakin,Complete
PO-2025-02048,EASTN,DAV,2025-12-10,2025-12-19,S. Nkemelu,Part received
PO-2025-02049,FOXLY,WAR,2025-12-10,2025-12-19,A. Whitcombe,Complete
PO-2025-02050,KELSO,BRS,2025-12-10,2026-01-12,S. Nkemelu,Outstanding
PO-2025-02051,ARDEN,DAV,2025-12-11,2025-12-22,S. Nkemelu,Complete
PO-2025-02052,FOXLY,DAV,2025-12-11,2025-12-22,T. Harrowby,Part received
PO-2025-02053,GRANH,WAR,2025-12-11,2025-12-22,A. Whitcombe,Complete
PO-2025-02054,PENRT,WAR,2025-12-11,2026-01-02,S. Nkemelu,Outstanding
PO-2025-02055,BEWLY,BRS,2025-12-11,2026-01-13,A. Whitcombe,Outstanding
PO-2025-02056,HALDN,BRS,2025-12-11,2025-12-22,A. Whitcombe,Complete
PO-2025-02057,EASTN,BRS,2025-12-11,2025-12-22,M. Castleford,Part received
PO-2025-02058,ARDEN,LIV,2025-12-11,2025-12-22,T. Harrowby,Complete
PO-2025-02059,BEWLY,LIV,2025-12-11,2026-01-13,T. Harrowby,Outstanding
PO-2025-02060,ARDEN,DAV,2025-12-12,2025-12-23,T. Harrowby,Complete
PO-2025-02061,KELSO,DAV,2025-12-15,2026-01-15,M. Castleford,Outstanding
PO-2025-02062,DERWT,DAV,2025-12-15,2025-12-04,M. Castleford,Complete
PO-2025-02063,HALDN,BRS,2025-12-15,2025-12-24,A. Whitcombe,Complete
PO-2025-02064,HALDN,DAV,2025-12-16,2025-12-29,R. Deakin,Complete
PO-2025-02065,DERWT,DAV,2025-12-16,2025-12-29,T. Harrowby,Complete
PO-2025-02066,ARDEN,WAR,2025-12-16,2025-12-29,R. Deakin,Part received
PO-2025-02067,HALDN,BRS,2025-12-16,2025-12-29,R. Deakin,Complete
PO-2025-02068,DERWT,LIV,2025-12-16,2025-12-29,T. Harrowby,Part received
PO-2025-02069,BRAMW,DAV,2025-12-17,2025-12-30,A. Whitcombe,Part received
PO-2025-02070,HALDN,DAV,2025-12-17,2025-12-30,R. Deakin,Part received
PO-2025-02071,DUNKD,DAV,2025-12-18,2026-01-20,T. Harrowby,Outstanding
PO-2025-02072,ARDEN,BRS,2025-12-18,2025-12-31,R. Deakin,Part received
PO-2025-02073,ARDEN,LIV,2025-12-18,2025-12-31,S. Nkemelu,Part received
PO-2025-02074,TANFD,DAV,2025-12-19,2026-03-10,M. Castleford,Outstanding
PO-2025-02075,NEWLY,DAV,2025-12-19,2026-01-12,R. Deakin,Outstanding
PO-2025-02076,PENRT,DAV,2025-12-19,2026-01-12,M. Castleford,Outstanding
PO-2025-02077,MERID,DAV,2025-12-19,2026-03-10,T. Harrowby,Outstanding
PO-2025-02078,KELSO,WAR,2025-12-19,2026-01-21,A. Whitcombe,Outstanding
PO-2025-02079,ARDEN,DAV,2025-12-22,2026-01-02,S. Nkemelu,Outstanding
PO-2025-02080,FOXLY,DAV,2025-12-22,2026-01-02,S. Nkemelu,Outstanding
PO-2025-02081,CROMR,WAR,2025-12-22,2026-01-22,T. Harrowby,Outstanding
PO-2025-02082,ORMSK,DAV,2025-12-23,2026-01-14,S. Nkemelu,Outstanding
PO-2025-02083,IRWEL,DAV,2025-12-23,2026-01-14,S. Nkemelu,Outstanding
PO-2025-02084,VERND,WAR,2025-12-23,2026-03-12,S. Nkemelu,Outstanding
PO-2025-02085,HALDN,WAR,2025-12-23,2026-01-05,A. Whitcombe,Outstanding
PO-2025-02086,PENRT,LIV,2025-12-23,2026-01-14,M. Castleford,Outstanding
PO-2025-02087,EASTN,DAV,2025-12-24,2026-01-06,A. Whitcombe,Outstanding
PO-2025-02088,LANGD,DAV,2025-12-24,2026-01-15,T. Harrowby,Outstanding
PO-2025-02089,VERND,WAR,2025-12-24,2026-03-13,R. Deakin,Outstanding
PO-2025-02090,ARDEN,BRS,2025-12-24,2026-01-06,S. Nkemelu,Outstanding
PO-2025-02091,FOXLY,BRS,2025-12-24,2026-01-06,S. Nkemelu,Outstanding
PO-2025-02092,ARDEN,LIV,2025-12-24,2026-01-06,T. Harrowby,Outstanding
PO-2025-02093,ARDEN,DAV,2025-12-29,2026-01-07,M. Castleford,Outstanding
PO-2025-02094,DERWT,DAV,2025-12-29,2026-01-07,A. Whitcombe,Outstanding
PO-2025-02095,CHARN,DAV,2025-12-29,2026-01-07,T. Harrowby,Outstanding
PO-2025-02096,NEWLY,BRS,2025-12-29,2026-01-16,M. Castleford,Outstanding
PO-2025-02097,JARVS,DAV,2025-12-30,2026-01-19,R. Deakin,Outstanding
PO-2025-02098,ARDEN,BRS,2025-12-30,2026-01-08,A. Whitcombe,Outstanding
PO-2025-02099,PENRT,BRS,2025-12-30,2026-01-19,T. Harrowby,Outstanding
PO-2025-02100,ARDEN,DAV,2025-12-31,2026-01-09,R. Deakin,Outstanding
PO-2025-02101,ARDEN,WAR,2025-12-31,2026-01-09,R. Deakin,Outstanding
PO-2025-02102,KELSO,BRS,2025-12-31,2026-01-29,R. Deakin,Outstanding
PO-2025-02103,MERID,LIV,2025-12-31,2026-03-18,S. Nkemelu,Outstanding
