purchase_order_number,line_number,sku,quantity_ordered,unit_cost_gbp,line_status
PO-2025-01291,1,PIPE-1109,504,3.42,Received in full
PO-2025-01291,2,TOOL-1175,45,2.79,Received in full
PO-2025-01292,1,DRAIN-1033,24,8.71,Received in full
PO-2025-01292,2,DRAIN-1009,24,7.19,Received in full
PO-2025-01292,3,RENW-1171,6,713.94,Received in full
PO-2025-01293,1,TOOL-1110,144,16.43,Part received
PO-2025-01293,2,TOOL-1021,238,1.36,Part received
PO-2025-01293,3,VALV-1042,48,9.34,Part received
PO-2025-01293,4,PIPE-1044,1666,11.0,Part received
PO-2025-01294,1,RENW-1000,16,1724.72,Received in full
PO-2025-01295,1,DRAIN-1161,52,7.8,Part received
PO-2025-01295,2,DRAIN-1145,38,14.33,Received in full
PO-2025-01296,1,DRAIN-1113,114,11.54,Part received
PO-2025-01296,2,TOOL-1163,108,5.49,Part received
PO-2025-01296,3,TOOL-1155,72,26.8,Part received
PO-2025-01297,1,PIPE-1201,768,11.71,Part received
PO-2025-01297,2,ELEC-1204,60,17.31,Received in full
PO-2025-01298,1,HEAT-1082,9,205.16,Received in full
PO-2025-01299,1,HEAT-1054,5,492.63,Received in full
PO-2025-01299,2,DRAIN-1192,29,116.64,Received in full
PO-2025-01299,3,ELEC-1176,54,13.13,Received in full
PO-2025-01299,4,VENT-1105,6,158.39,Received in full
PO-2025-01300,1,RENW-1035,9,1438.35,Part received
PO-2025-01300,2,ELEC-1134,112,86.24,Part received
PO-2025-01301,1,DRAIN-1106,132,7.44,Part received
PO-2025-01302,1,VALV-1140,15,19.21,Received in full
PO-2025-01302,2,VALV-1204,21,38.19,Received in full
PO-2025-01302,3,VALV-1080,22,130.99,Part received
PO-2025-01302,4,VALV-1152,27,9.11,Received in full
PO-2025-01303,1,DRAIN-1047,81,173.4,Received in full
PO-2025-01303,2,VENT-1060,6,120.32,Received in full
PO-2025-01304,1,DRAIN-1047,33,169.89,Received in full
PO-2025-01305,1,PIPE-1109,1400,2.74,Part received
PO-2025-01305,2,TOOL-1149,90,2.44,Part received
PO-2025-01306,1,DRAIN-1158,100,78.09,Received in full
PO-2025-01307,1,ELEC-1217,182,103.74,Part received
PO-2025-01307,2,ELEC-1184,91,104.41,Part received
PO-2025-01307,3,ELEC-1150,75,14.74,Part received
PO-2025-01307,4,HEAT-1211,7,403.87,Received in full
PO-2025-01308,1,VALV-1110,20,11.66,Received in full
PO-2025-01309,1,TOOL-1100,36,22.79,Received in full
PO-2025-01309,2,ELEC-1143,116,16.57,Received in full
PO-2025-01309,3,HEAT-1094,5,530.49,Received in full
PO-2025-01310,1,PIPE-1064,200,8.31,Part received
PO-2025-01310,2,ELEC-1143,104,16.28,Received in full
PO-2025-01311,1,PIPE-1189,150,1.12,Received in full
PO-2025-01311,2,ELEC-1214,144,1.4,Received in full
PO-2025-01312,1,DRAIN-1158,48,78.73,Received in full
PO-2025-01313,1,PIPE-1119,1876,5.23,Part received
PO-2025-01314,1,VALV-1121,17,83.36,Received in full
PO-2025-01315,1,ELEC-1150,55,14.78,Part received
PO-2025-01315,2,HEAT-1211,5,410.28,Received in full
PO-2025-01316,1,TOOL-1175,36,2.79,Received in full
PO-2025-01317,1,PIPE-1088,308,0.27,Part received
PO-2025-01318,1,VALV-1163,15,73.3,Received in full
PO-2025-01318,2,DRAIN-1095,62,107.93,Part received
PO-2025-01319,1,DRAIN-1204,42,6.85,Received in full
PO-2025-01319,2,VENT-1119,26,620.67,Received in full
PO-2025-01319,3,DRAIN-1051,24,126.63,Received in full
PO-2025-01319,4,RENW-1145,7,2475.36,Received in full
PO-2025-01320,1,VALV-1192,48,38.14,Received in full
PO-2025-01321,1,HEAT-1200,8,946.5,Received in full
PO-2025-01321,2,HEAT-1039,5,262.25,Received in full
PO-2025-01321,3,TOOL-1155,36,35.6,Received in full
PO-2025-01322,1,DRAIN-1199,24,5.55,Received in full
PO-2025-01322,2,RENW-1134,3,694.5,Received in full
PO-2025-01322,3,ELEC-1057,54,4.05,Received in full
PO-2025-01323,1,HEAT-1009,5,646.22,Received in full
PO-2025-01323,2,RENW-1112,12,700.3,Received in full
PO-2025-01324,1,PIPE-1064,232,8.07,Part received
PO-2025-01325,1,PIPE-1088,308,0.27,Part received
PO-2025-01325,2,TOOL-1175,102,2.23,Part received
PO-2025-01326,1,VALV-1091,43,68.82,Part received
PO-2025-01326,2,VALV-1192,55,37.87,Part received
PO-2025-01327,1,DRAIN-1130,25,57.14,Received in full
PO-2025-01327,2,RENW-1000,19,1682.69,Received in full
PO-2025-01328,1,ELEC-1008,171,4.47,Part received
PO-2025-01329,1,PIPE-1064,272,8.13,Part received
PO-2025-01329,2,ELEC-1143,152,16.43,Part received
PO-2025-01330,1,DRAIN-1047,69,173.34,Part received
PO-2025-01331,1,ELEC-1134,104,86.02,Received in full
PO-2025-01331,2,DRAIN-1161,52,7.69,Received in full
PO-2025-01332,1,HEAT-1200,6,948.49,Received in full
PO-2025-01332,2,PIPE-1044,546,14.98,Part received
PO-2025-01333,1,PIPE-1004,208,1.88,Received in full
PO-2025-01333,2,TOOL-1219,37,1.02,Part received
PO-2025-01333,3,RENW-1087,21,1204.29,Received in full
PO-2025-01334,1,ELEC-1134,56,87.44,Received in full
PO-2025-01334,2,DRAIN-1145,24,14.39,Received in full
PO-2025-01334,3,DRAIN-1161,24,7.81,Received in full
PO-2025-01335,1,DRAIN-1214,35,35.28,Part received
PO-2025-01336,1,DRAIN-1158,48,78.26,Part received
PO-2025-01337,1,ELEC-1204,60,17.45,Received in full
PO-2025-01338,1,DRAIN-1113,114,11.58,Part received
PO-2025-01338,2,PIPE-1025,2079,1.77,Part received
PO-2025-01339,1,PIPE-1168,930,1.04,Part received
PO-2025-01339,2,HEAT-1022,6,251.25,Received in full
PO-2025-01340,1,DRAIN-1145,46,14.3,Received in full
PO-2025-01340,2,RENW-1152,6,1939.97,Received in full
PO-2025-01341,1,DRAIN-1158,112,79.68,Received in full
PO-2025-01341,2,RENW-1031,8,2039.56,Received in full
PO-2025-01341,3,DRAIN-1106,54,9.61,Part received
PO-2025-01342,1,RENW-1100,13,765.95,Received in full
PO-2025-01342,2,RENW-1087,9,1192.87,Received in full
PO-2025-01343,1,RENW-1000,8,1687.27,Received in full
PO-2025-01344,1,TOOL-1201,36,11.74,Received in full
PO-2025-01345,1,VALV-1037,15,32.74,Received in full
PO-2025-01346,1,VENT-1103,8,182.02,Received in full
PO-2025-01347,1,VENT-1084,19,38.93,Received in full
PO-2025-01347,2,PIPE-1070,150,13.28,Received in full
PO-2025-01347,3,TOOL-1175,36,2.8,Received in full
PO-2025-01348,1,ELEC-1107,156,2.43,Part received
PO-2025-01349,1,DRAIN-1016,24,88.17,Received in full
PO-2025-01349,2,TOOL-1018,36,1.3,Received in full
PO-2025-01350,1,DRAIN-1122,24,38.3,Received in full
PO-2025-01350,2,RENW-1053,15,2551.73,Received in full
PO-2025-01351,1,TOOL-1047,36,1.02,Received in full
PO-2025-01351,2,PIPE-1038,468,1.07,Part received
PO-2025-01352,1,PIPE-1029,180,4.33,Received in full
PO-2025-01353,1,VALV-1084,84,82.05,Part received
PO-2025-01353,2,VALV-1056,78,19.48,Part received
PO-2025-01353,3,TOOL-1110,144,16.39,Part received
PO-2025-01354,1,ELEC-1049,338,34.89,Part received
PO-2025-01354,2,PIPE-1142,156,0.43,Received in full
PO-2025-01355,1,DRAIN-1047,33,172.88,Received in full
PO-2025-01356,1,VALV-1113,15,8.93,Received in full
PO-2025-01356,2,VALV-1110,23,11.63,Received in full
PO-2025-01357,1,ELEC-1217,98,103.09,Part received
PO-2025-01358,1,PIPE-1017,858,0.51,Part received
PO-2025-01359,1,DRAIN-1016,120,58.27,Part received
PO-2025-01359,2,ELEC-1036,259,1.79,Part received
PO-2025-01359,3,ELEC-1046,196,37.99,Part received
PO-2025-01359,4,PIPE-1061,990,1.49,Part received
PO-2025-01360,1,DRAIN-1214,29,35.08,Received in full
PO-2025-01361,1,RENW-1061,8,1680.63,Received in full
PO-2025-01361,2,VALV-1024,15,116.17,Received in full
PO-2025-01361,3,VALV-1163,15,73.65,Received in full
PO-2025-01362,1,TOOL-1110,56,20.61,Received in full
PO-2025-01363,1,VENT-1176,6,52.36,Received in full
PO-2025-01363,2,HEAT-1142,11,514.79,Received in full
PO-2025-01363,3,HEAT-1109,5,286.88,Received in full
PO-2025-01364,1,DRAIN-1033,24,8.84,Received in full
PO-2025-01364,2,RENW-1171,6,715.66,Received in full
PO-2025-01365,1,RENW-1000,42,1344.12,Part received
PO-2025-01365,2,VALV-1091,112,49.4,Part received
PO-2025-01365,3,PIPE-1038,468,1.08,Part received
PO-2025-01366,1,VALV-1091,17,69.87,Received in full
PO-2025-01366,2,VALV-1204,15,37.87,Part received
PO-2025-01367,1,TOOL-1087,36,2.59,Received in full
PO-2025-01367,2,RENW-1087,9,1209.83,Received in full
PO-2025-01368,1,PIPE-1070,372,10.82,Part received
PO-2025-01369,1,DRAIN-1204,42,6.84,Received in full
PO-2025-01369,2,ELEC-1217,210,103.02,Part received
PO-2025-01370,1,TOOL-1021,76,1.71,Received in full
PO-2025-01371,1,VENT-1119,10,620.99,Received in full
PO-2025-01371,2,ELEC-1150,55,15.07,Received in full
PO-2025-01372,1,ELEC-1184,273,79.82,Part received
PO-2025-01373,1,RENW-1035,9,1434.43,Received in full
PO-2025-01373,2,ELEC-1134,112,87.25,Received in full
PO-2025-01373,3,DRAIN-1145,46,14.62,Received in full
PO-2025-01374,1,PIPE-1079,168,0.7,Part received
PO-2025-01374,2,PIPE-1017,858,0.49,Part received
PO-2025-01375,1,PIPE-1109,504,3.37,Part received
PO-2025-01375,2,VENT-1084,21,39.7,Received in full
PO-2025-01375,3,RENW-1010,7,2783.16,Received in full
PO-2025-01376,1,ELEC-1049,364,34.59,Received in full
PO-2025-01377,1,ELEC-1094,156,3.23,Part received
PO-2025-01378,1,VALV-1102,27,71.52,Received in full
PO-2025-01378,2,TOOL-1137,45,25.42,Received in full
PO-2025-01379,1,ELEC-1214,168,1.37,Part received
PO-2025-01379,2,HEAT-1033,7,798.4,Received in full
PO-2025-01380,1,ELEC-1217,182,102.71,Part received
PO-2025-01381,1,VALV-1152,24,9.63,Received in full
PO-2025-01381,2,VALV-1110,20,11.59,Part received
PO-2025-01382,1,PIPE-1201,768,11.8,Part received
PO-2025-01383,1,ELEC-1107,72,2.47,Part received
PO-2025-01384,1,VALV-1121,17,83.44,Received in full
PO-2025-01385,1,ELEC-1117,54,3.48,Part received
PO-2025-01386,1,VALV-1110,15,11.87,Received in full
PO-2025-01386,2,VALV-1152,15,9.7,Received in full
PO-2025-01387,1,TOOL-1067,144,7.52,Part received
PO-2025-01388,1,ELEC-1204,190,17.59,Received in full
PO-2025-01389,1,RENW-1161,9,694.76,Received in full
PO-2025-01389,2,HEAT-1124,10,654.47,Received in full
PO-2025-01389,3,HEAT-1082,15,206.51,Received in full
PO-2025-01390,1,PIPE-1175,160,0.28,Part received
PO-2025-01390,2,TOOL-1051,77,0.82,Part received
PO-2025-01390,3,RENW-1087,36,787.01,Received in full
PO-2025-01390,4,PIPE-1011,168,0.41,Part received
PO-2025-01391,1,PIPE-1214,152,0.5,Received in full
PO-2025-01391,2,TOOL-1163,46,7.94,Received in full
PO-2025-01391,3,VENT-1214,18,186.67,Received in full
PO-2025-01392,1,DRAIN-1095,62,109.73,Received in full
PO-2025-01392,2,PIPE-1029,465,4.38,Received in full
PO-2025-01393,1,TOOL-1087,42,2.58,Received in full
PO-2025-01394,1,PIPE-1142,156,0.43,Received in full
PO-2025-01395,1,ELEC-1131,60,20.17,Received in full
PO-2025-01395,2,HEAT-1082,9,207.34,Received in full
PO-2025-01396,1,RENW-1203,6,764.99,Received in full
PO-2025-01397,1,PIPE-1201,1984,11.73,Part received
PO-2025-01397,2,RENW-1186,4,1446.04,Received in full
PO-2025-01398,1,DRAIN-1145,38,14.49,Received in full
PO-2025-01398,2,ELEC-1134,104,86.2,Part received
PO-2025-01399,1,VALV-1204,19,37.97,Part received
PO-2025-01399,2,VALV-1084,32,110.3,Received in full
PO-2025-01399,3,VALV-1152,24,9.19,Received in full
PO-2025-01400,1,DRAIN-1158,48,79.75,Received in full
PO-2025-01400,2,PIPE-1142,150,0.43,Part received
PO-2025-01401,1,PIPE-1142,228,0.43,Received in full
PO-2025-01402,1,RENW-1100,26,773.27,Received in full
PO-2025-01402,2,TOOL-1115,36,1.23,Received in full
PO-2025-01403,1,VALV-1121,42,82.28,Received in full
PO-2025-01404,1,DRAIN-1047,69,173.54,Part received
PO-2025-01405,1,PIPE-1029,180,4.37,Received in full
PO-2025-01406,1,PIPE-1165,192,16.96,Part received
PO-2025-01406,2,DRAIN-1179,120,122.56,Received in full
PO-2025-01406,3,PIPE-1214,152,0.5,Part received
PO-2025-01407,1,PIPE-1094,198,7.83,Part received
PO-2025-01408,1,DRAIN-1047,33,171.69,Received in full
PO-2025-01409,1,ELEC-1107,180,2.45,Received in full
PO-2025-01409,2,PIPE-1025,795,2.34,Part received
PO-2025-01410,1,ELEC-1049,338,35.03,Part received
PO-2025-01411,1,DRAIN-1161,24,7.74,Received in full
PO-2025-01412,1,VALV-1121,55,82.0,Part received
PO-2025-01413,1,VALV-1065,24,92.83,Received in full
PO-2025-01413,2,VALV-1152,27,9.27,Part received
PO-2025-01413,3,PIPE-1061,414,2.1,Part received
PO-2025-01413,4,VALV-1192,55,38.39,Part received
PO-2025-01414,1,RENW-1000,16,1724.48,Received in full
PO-2025-01414,2,PIPE-1119,600,6.92,Received in full
PO-2025-01414,3,VALV-1056,28,25.09,Received in full
PO-2025-01415,1,VENT-1119,22,628.55,Received in full
PO-2025-01416,1,PIPE-1004,152,1.91,Received in full
PO-2025-01416,2,RENW-1100,13,786.86,Received in full
PO-2025-01416,3,HEAT-1130,5,782.39,Received in full
PO-2025-01417,1,PIPE-1064,152,8.26,Received in full
PO-2025-01417,2,ELEC-1143,56,16.53,Received in full
PO-2025-01418,1,ELEC-1005,54,27.45,Received in full
PO-2025-01418,2,HEAT-1137,7,611.05,Received in full
PO-2025-01418,3,DRAIN-1084,24,7.48,Received in full
PO-2025-01418,4,VENT-1129,9,54.44,Received in full
PO-2025-01419,1,TOOL-1155,72,26.28,Part received
PO-2025-01419,2,TOOL-1144,90,1.05,Part received
PO-2025-01419,3,TOOL-1149,90,2.44,Part received
PO-2025-01420,1,TOOL-1021,238,1.37,Part received
PO-2025-01420,2,PIPE-1061,990,1.5,Part received
PO-2025-01420,3,TOOL-1092,182,22.89,Part received
PO-2025-01421,1,PIPE-1165,208,16.91,Received in full
PO-2025-01421,2,PIPE-1101,290,2.11,Received in full
PO-2025-01422,1,VALV-1080,22,131.31,Received in full
PO-2025-01422,2,VALV-1091,43,68.7,Received in full
PO-2025-01422,3,VALV-1065,24,91.8,Part received
PO-2025-01422,4,VALV-1140,15,18.94,Received in full
PO-2025-01423,1,DRAIN-1173,24,190.06,Received in full
PO-2025-01423,2,VALV-1215,21,20.99,Received in full
PO-2025-01424,1,ELEC-1143,288,12.89,Part received
PO-2025-01425,1,TOOL-1155,36,36.42,Received in full
PO-2025-01425,2,TOOL-1067,112,7.52,Part received
PO-2025-01425,3,DRAIN-1122,24,38.73,Received in full
PO-2025-01425,4,HEAT-1200,8,948.72,Received in full
PO-2025-01426,1,DRAIN-1095,55,107.05,Received in full
PO-2025-01426,2,PIPE-1029,405,4.29,Part received
PO-2025-01427,1,TOOL-1110,36,20.33,Received in full
PO-2025-01427,2,ELEC-1204,60,17.67,Received in full
PO-2025-01428,1,VENT-1009,11,504.35,Received in full
PO-2025-01429,1,ELEC-1117,90,3.44,Received in full
PO-2025-01430,1,TOOL-1100,36,22.32,Received in full
PO-2025-01430,2,PIPE-1064,232,8.22,Received in full
PO-2025-01431,1,ELEC-1204,130,17.27,Received in full
PO-2025-01431,2,ELEC-1088,125,13.01,Received in full
PO-2025-01432,1,PIPE-1126,150,7.47,Received in full
PO-2025-01433,1,VENT-1084,8,39.39,Received in full
PO-2025-01433,2,HEAT-1203,5,587.06,Received in full
PO-2025-01434,1,ELEC-1131,60,20.07,Part received
PO-2025-01435,1,TOOL-1087,36,2.61,Received in full
PO-2025-01435,2,PIPE-1101,150,2.12,Received in full
PO-2025-01436,1,PIPE-1126,150,7.61,Received in full
PO-2025-01437,1,DRAIN-1148,24,8.78,Received in full
PO-2025-01438,1,PIPE-1189,150,1.09,Received in full
PO-2025-01439,1,PIPE-1201,1984,11.67,Part received
PO-2025-01439,2,VENT-1158,6,115.02,Received in full
PO-2025-01440,1,DRAIN-1214,35,35.34,Received in full
PO-2025-01440,2,ELEC-1094,180,3.18,Part received
PO-2025-01440,3,RENW-1081,3,2079.04,Received in full
PO-2025-01440,4,VENT-1043,12,47.35,Received in full
PO-2025-01441,1,PIPE-1070,150,13.16,Part received
PO-2025-01442,1,TOOL-1128,1140,2.09,Part received
PO-2025-01442,2,PIPE-1038,468,1.08,Part received
PO-2025-01443,1,RENW-1070,3,1159.0,Received in full
PO-2025-01443,2,HEAT-1142,11,514.89,Received in full
PO-2025-01443,3,TOOL-1163,46,8.07,Received in full
PO-2025-01443,4,RENW-1100,26,781.44,Received in full
PO-2025-01444,1,RENW-1145,7,2480.76,Received in full
PO-2025-01444,2,VENT-1119,26,632.98,Part received
PO-2025-01444,3,ELEC-1184,112,104.54,Part received
PO-2025-01444,4,HEAT-1211,8,412.14,Part received
PO-2025-01445,1,DRAIN-1158,100,79.4,Received in full
PO-2025-01446,1,ELEC-1214,144,1.39,Received in full
PO-2025-01447,1,PIPE-1029,570,4.29,Part received
PO-2025-01447,2,DRAIN-1095,79,107.04,Received in full
PO-2025-01448,1,DRAIN-1199,24,5.5,Received in full
PO-2025-01448,2,TOOL-1077,105,2.6,Received in full
PO-2025-01449,1,PIPE-1150,260,0.39,Received in full
PO-2025-01450,1,DRAIN-1145,24,14.34,Received in full
PO-2025-01451,1,ELEC-1217,266,103.42,Part received
PO-2025-01451,2,VENT-1119,32,632.57,Received in full
PO-2025-01452,1,RENW-1087,21,1205.24,Received in full
PO-2025-01453,1,TOOL-1110,144,16.06,Part received
PO-2025-01453,2,ELEC-1117,224,2.54,Part received
PO-2025-01453,3,TOOL-1149,90,2.44,Part received
PO-2025-01454,1,DRAIN-1095,25,107.07,Received in full
PO-2025-01455,1,DRAIN-1158,264,59.57,Part received
PO-2025-01456,1,ELEC-1217,98,103.49,Received in full
PO-2025-01456,2,VENT-1119,10,632.96,Received in full
PO-2025-01457,1,RENW-1053,15,2565.41,Received in full
PO-2025-01457,2,TOOL-1155,36,36.37,Received in full
PO-2025-01457,3,HEAT-1073,7,404.33,Received in full
PO-2025-01458,1,ELEC-1131,150,20.04,Received in full
PO-2025-01459,1,ELEC-1049,156,34.42,Part received
PO-2025-01460,1,PIPE-1165,152,16.91,Received in full
PO-2025-01460,2,RENW-1100,13,778.1,Received in full
PO-2025-01460,3,PIPE-1206,150,0.64,Part received
PO-2025-01460,4,RENW-1087,9,1203.49,Received in full
PO-2025-01461,1,DRAIN-1106,54,9.51,Received in full
PO-2025-01461,2,ELEC-1049,364,34.93,Part received
PO-2025-01461,3,DRAIN-1158,112,79.08,Received in full
PO-2025-01461,4,PIPE-1142,180,0.43,Received in full
PO-2025-01462,1,ELEC-1094,408,2.28,Part received
PO-2025-01462,2,ELEC-1143,288,12.79,Part received
PO-2025-01463,1,VALV-1121,38,82.65,Received in full
PO-2025-01464,1,PIPE-1119,672,6.8,Received in full
PO-2025-01464,2,RENW-1000,19,1699.98,Received in full
PO-2025-01464,3,HEAT-1203,12,594.09,Received in full
PO-2025-01464,4,VENT-1205,7,24.24,Received in full
PO-2025-01465,1,ELEC-1134,112,85.66,Part received
PO-2025-01466,1,DRAIN-1047,81,171.94,Received in full
PO-2025-01466,2,VENT-1060,6,120.16,Received in full
PO-2025-01467,1,TOOL-1021,36,1.68,Received in full
PO-2025-01468,1,RENW-1018,3,1800.19,Received in full
PO-2025-01468,2,ELEC-1081,54,14.5,Received in full
PO-2025-01468,3,VALV-1215,21,21.16,Received in full
PO-2025-01469,1,VENT-1084,48,31.01,Part received
PO-2025-01469,2,VALV-1192,138,28.15,Received in full
PO-2025-01470,1,ELEC-1107,72,2.45,Part received
PO-2025-01471,1,PIPE-1004,152,1.89,Received in full
PO-2025-01471,2,DRAIN-1179,55,123.25,Received in full
PO-2025-01472,1,TOOL-1201,36,11.85,Received in full
PO-2025-01472,2,DRAIN-1095,55,109.56,Received in full
PO-2025-01473,1,ELEC-1107,228,2.43,Part received
PO-2025-01473,2,TOOL-1077,126,2.56,Part received
PO-2025-01474,1,RENW-1081,3,2041.9,Received in full
PO-2025-01474,2,RENW-1042,6,785.46,Received in full
PO-2025-01475,1,RENW-1186,4,1449.84,Received in full
PO-2025-01475,2,ELEC-1204,145,17.3,Part received
PO-2025-01476,1,PIPE-1150,791,0.29,Part received
PO-2025-01476,2,TOOL-1031,147,11.15,Part received
PO-2025-01477,1,PIPE-1201,768,11.62,Received in full
PO-2025-01478,1,ELEC-1214,66,1.39,Received in full
PO-2025-01479,1,DRAIN-1161,24,7.9,Received in full
PO-2025-01480,1,ELEC-1143,56,16.2,Received in full
PO-2025-01480,2,PIPE-1064,152,8.18,Received in full
PO-2025-01481,1,RENW-1122,5,860.87,Part received
PO-2025-01481,2,PIPE-1168,2118,0.7,Part received
PO-2025-01481,3,VALV-1102,84,49.13,Received in full
PO-2025-01481,4,PIPE-1186,315,0.7,Part received
PO-2025-01482,1,PIPE-1168,930,1.04,Part received
PO-2025-01482,2,ELEC-1197,71,65.34,Received in full
PO-2025-01482,3,VENT-1176,6,51.11,Received in full
PO-2025-01482,4,HEAT-1182,5,524.33,Received in full
PO-2025-01483,1,VALV-1152,27,9.24,Received in full
PO-2025-01483,2,VALV-1014,24,38.89,Received in full
PO-2025-01483,3,VALV-1052,15,11.37,Received in full
PO-2025-01483,4,PIPE-1061,414,2.12,Received in full
PO-2025-01484,1,TOOL-1077,240,1.95,Part received
PO-2025-01484,2,TOOL-1067,258,5.8,Part received
PO-2025-01485,1,DRAIN-1214,29,35.02,Received in full
PO-2025-01486,1,HEAT-1203,30,476.73,Part received
PO-2025-01486,2,VALV-1152,66,6.56,Part received
PO-2025-01487,1,PIPE-1168,2118,0.7,Part received
PO-2025-01487,2,DRAIN-1106,132,7.51,Part received
PO-2025-01487,3,TOOL-1071,364,2.74,Part received
PO-2025-01487,4,ELEC-1088,348,10.66,Part received
PO-2025-01488,1,ELEC-1150,85,15.12,Received in full
PO-2025-01488,2,ELEC-1217,210,103.49,Part received
PO-2025-01488,3,DRAIN-1204,42,6.84,Received in full
PO-2025-01489,1,DRAIN-1082,24,7.28,Received in full
PO-2025-01490,1,DRAIN-1186,24,51.67,Received in full
PO-2025-01490,2,TOOL-1067,112,7.54,Received in full
PO-2025-01491,1,VENT-1095,26,170.62,Received in full
PO-2025-01491,2,TOOL-1219,52,1.01,Received in full
PO-2025-01491,3,PIPE-1165,280,16.49,Received in full
PO-2025-01492,1,VENT-1115,6,41.43,Received in full
PO-2025-01493,1,ELEC-1008,171,4.41,Part received
PO-2025-01494,1,VENT-1002,18,57.68,Received in full
PO-2025-01494,2,TOOL-1182,37,2.35,Received in full
PO-2025-01495,1,VENT-1168,24,153.17,Part received
PO-2025-01495,2,DRAIN-1113,114,11.73,Part received
PO-2025-01495,3,PIPE-1109,1400,2.69,Part received
PO-2025-01495,4,VALV-1056,78,19.29,Part received
PO-2025-01496,1,PIPE-1150,791,0.29,Part received
PO-2025-01496,2,VALV-1192,138,28.18,Part received
PO-2025-01496,3,TOOL-1031,147,11.2,Part received
PO-2025-01497,1,VALV-1110,20,11.78,Received in full
PO-2025-01497,2,VALV-1152,24,9.57,Received in full
PO-2025-01498,1,VALV-1065,15,93.15,Received in full
PO-2025-01499,1,VALV-1163,15,72.39,Received in full
