sales_order_number,customer_account,warehouse_code,order_date,requested_delivery_date,despatch_date,order_channel,order_status
SO-2025-06024,C1389,DAV,2025-03-17,2025-03-18,2025-03-17,Telephone,Despatched
SO-2025-06025,C1234,WAR,2025-03-17,2025-03-21,2025-03-17,Trade counter,Despatched
SO-2025-06026,C1871,WAR,2025-03-17,2025-03-20,2025-03-19,Trade counter,Despatched
SO-2025-06027,C1258,BRS,2025-03-17,2025-03-20,2025-03-17,Web,Part despatched
SO-2025-06028,C1475,BRS,2025-03-17,2025-03-19,2025-03-17,Telephone,Despatched
SO-2025-06029,C1212,BRS,2025-03-17,2025-03-20,2025-03-17,Trade counter,Despatched
SO-2025-06030,C1697,BRS,2025-03-17,2025-03-18,2025-03-17,Telephone,Despatched
SO-2025-06031,C1970,BRS,2025-03-17,2025-03-21,2025-03-17,Telephone,Part despatched
SO-2025-06032,C1526,LIV,2025-03-17,2025-03-20,2025-03-17,Telephone,Despatched
SO-2025-06033,C1430,LIV,2025-03-17,2025-03-20,2025-03-17,Web,Part despatched
SO-2025-06034,C1085,LIV,2025-03-17,2025-03-18,2025-03-17,Trade counter,Despatched
SO-2025-06035,C1853,LIV,2025-03-17,2025-03-18,2025-03-17,Telephone,Despatched
SO-2025-06036,C1648,DAV,2025-03-18,2025-03-24,2025-03-19,Trade counter,Part despatched
SO-2025-06037,C1335,DAV,2025-03-18,2025-03-24,2025-03-18,Trade counter,Part despatched
SO-2025-06038,C1437,DAV,2025-03-18,2025-03-24,2025-03-19,Trade counter,Part despatched
SO-2025-06039,C1593,DAV,2025-03-18,2025-03-24,2025-03-18,Telephone,Part despatched
SO-2025-06040,C1367,DAV,2025-03-18,2025-03-19,2025-03-18,Account manager,Part despatched
SO-2025-06041,C1648,DAV,2025-03-18,2025-03-24,2025-03-18,Telephone,Despatched
SO-2025-06042,C1795,DAV,2025-03-18,2025-03-24,2025-03-19,Telephone,Despatched
SO-2025-06043,C1491,DAV,2025-03-18,2025-03-19,2025-03-19,Trade counter,Despatched
SO-2025-06044,C1464,WAR,2025-03-18,2025-03-24,2025-03-18,Account manager,Despatched
SO-2025-06045,C1287,WAR,2025-03-18,2025-03-24,2025-03-18,Web,Despatched
SO-2025-06046,C1032,WAR,2025-03-18,2025-03-20,2025-03-18,Telephone,Despatched
SO-2025-06047,C1234,WAR,2025-03-18,2025-03-20,2025-03-18,Trade counter,Part despatched
SO-2025-06048,C1409,WAR,2025-03-18,2025-03-24,2025-03-18,Web,Part despatched
SO-2025-06049,C1346,WAR,2025-03-18,2025-03-21,2025-03-19,Trade counter,Despatched
SO-2025-06050,C1918,WAR,2025-03-18,2025-03-24,2025-03-20,Web,Despatched
SO-2025-06051,C1238,BRS,2025-03-18,2025-03-24,2025-03-18,Trade counter,Part despatched
SO-2025-06052,C1785,BRS,2025-03-18,2025-03-24,2025-03-18,Account manager,Despatched
SO-2025-06053,C1578,BRS,2025-03-18,2025-03-19,2025-03-19,Web,Part despatched
SO-2025-06054,C1697,BRS,2025-03-18,2025-03-19,2025-03-19,Web,Part despatched
SO-2025-06055,C1900,LIV,2025-03-18,2025-03-21,2025-03-18,Telephone,Despatched
SO-2025-06056,C1038,LIV,2025-03-18,2025-03-19,2025-03-18,Telephone,Part despatched
SO-2025-06057,C1371,DAV,2025-03-19,2025-03-24,2025-03-20,Trade counter,Despatched
SO-2025-06058,C1928,DAV,2025-03-19,2025-03-21,2025-03-24,Telephone,Part despatched
SO-2025-06059,C1133,DAV,2025-03-19,2025-03-25,2025-03-20,Account manager,Despatched
SO-2025-06060,C1593,DAV,2025-03-19,2025-03-21,2025-03-19,Telephone,Despatched
SO-2025-06061,C1218,DAV,2025-03-19,2025-03-20,2025-03-20,Telephone,Despatched
SO-2025-06062,C1610,DAV,2025-03-19,2025-03-25,2025-03-19,Web,Part despatched
SO-2025-06063,C1094,DAV,2025-03-19,2025-03-21,2025-03-19,Web,Part despatched
SO-2025-06064,C1032,WAR,2025-03-19,2025-03-21,2025-03-19,Web,Despatched
SO-2025-06065,C1933,WAR,2025-03-19,2025-03-21,2025-03-19,Web,Despatched
SO-2025-06066,C1141,WAR,2025-03-19,2025-03-20,2025-03-21,Web,Despatched
SO-2025-06067,C1460,WAR,2025-03-19,2025-03-21,2025-03-24,Trade counter,Despatched
SO-2025-06068,C1032,WAR,2025-03-19,2025-03-25,2025-03-19,Trade counter,Despatched
SO-2025-06069,C1802,WAR,2025-03-19,2025-03-25,2025-03-19,Telephone,Part despatched
SO-2025-06070,C1475,BRS,2025-03-19,2025-03-21,2025-03-19,Telephone,Despatched
SO-2025-06071,C1498,BRS,2025-03-19,2025-03-21,2025-03-19,Telephone,Part despatched
SO-2025-06072,C1107,BRS,2025-03-19,2025-03-21,2025-03-19,Telephone,Despatched
SO-2025-06073,C1664,BRS,2025-03-19,2025-03-20,2025-03-19,Trade counter,Part despatched
SO-2025-06074,C1557,BRS,2025-03-19,2025-03-25,2025-03-19,Telephone,Part despatched
SO-2025-06075,C1374,BRS,2025-03-19,2025-03-21,2025-03-19,Web,Despatched
SO-2025-06076,C1033,LIV,2025-03-19,2025-03-24,2025-03-21,Trade counter,Despatched
SO-2025-06077,C1821,LIV,2025-03-19,2025-03-24,2025-03-19,Trade counter,Despatched
SO-2025-06078,C1085,LIV,2025-03-19,2025-03-25,2025-03-19,Trade counter,Despatched
SO-2025-06079,C1853,LIV,2025-03-19,2025-03-20,2025-03-24,Telephone,Despatched
SO-2025-06080,C1078,DAV,2025-03-20,2025-03-21,2025-03-20,Trade counter,Part despatched
SO-2025-06081,C1928,DAV,2025-03-20,2025-03-25,2025-03-20,Trade counter,Despatched
SO-2025-06082,C1593,DAV,2025-03-20,2025-03-24,2025-03-20,Telephone,Despatched
SO-2025-06083,C1457,DAV,2025-03-20,2025-03-24,2025-03-20,Telephone,Part despatched
SO-2025-06084,C1278,DAV,2025-03-20,2025-03-26,2025-03-21,Telephone,Despatched
SO-2025-06085,C1201,DAV,2025-03-20,2025-03-25,2025-03-20,Web,Part despatched
SO-2025-06086,C1447,DAV,2025-03-20,2025-03-24,2025-03-21,Trade counter,Despatched
SO-2025-06087,C1145,DAV,2025-03-20,2025-03-26,2025-03-21,Trade counter,Despatched
SO-2025-06088,C1255,DAV,2025-03-20,2025-03-21,2025-03-20,Telephone,Despatched
SO-2025-06089,C1234,WAR,2025-03-20,2025-03-24,2025-03-20,Telephone,Despatched
SO-2025-06090,C1802,WAR,2025-03-20,2025-03-24,2025-03-20,Web,Part despatched
SO-2025-06091,C1948,WAR,2025-03-20,2025-03-24,2025-03-20,Telephone,Despatched
SO-2025-06092,C1090,WAR,2025-03-20,2025-03-21,2025-03-20,Trade counter,Despatched
SO-2025-06093,C1533,WAR,2025-03-20,2025-03-25,2025-03-24,Trade counter,Despatched
SO-2025-06094,C1234,WAR,2025-03-20,2025-03-26,2025-03-20,Trade counter,Despatched
SO-2025-06095,C1844,WAR,2025-03-20,2025-03-25,2025-03-20,Trade counter,Despatched
SO-2025-06096,C1460,WAR,2025-03-20,2025-03-21,2025-03-20,Trade counter,Despatched
SO-2025-06097,C1382,BRS,2025-03-20,2025-03-26,2025-03-20,Trade counter,Despatched
SO-2025-06098,C1737,BRS,2025-03-20,2025-03-25,2025-03-20,Account manager,Despatched
SO-2025-06099,C1447,DAV,2025-03-21,2025-03-25,2025-03-21,Telephone,Part despatched
SO-2025-06100,C1596,DAV,2025-03-21,2025-03-26,2025-03-21,Trade counter,Despatched
SO-2025-06101,C1447,DAV,2025-03-21,2025-03-27,2025-03-21,Web,Part despatched
SO-2025-06102,C1255,DAV,2025-03-21,2025-03-25,2025-03-21,Telephone,Part despatched
SO-2025-06103,C1195,DAV,2025-03-21,2025-03-26,2025-03-21,Web,Part despatched
SO-2025-06104,C1429,DAV,2025-03-21,2025-03-26,2025-03-21,Account manager,Despatched
SO-2025-06105,C1776,DAV,2025-03-21,2025-03-25,2025-03-24,Trade counter,Despatched
SO-2025-06106,C1098,DAV,2025-03-21,2025-03-24,2025-03-21,Telephone,Part despatched
SO-2025-06107,C1244,WAR,2025-03-21,2025-03-27,2025-03-21,Telephone,Despatched
SO-2025-06108,C1402,WAR,2025-03-21,2025-03-27,2025-03-21,Trade counter,Part despatched
SO-2025-06109,C1871,WAR,2025-03-21,2025-03-27,2025-03-21,Web,Despatched
SO-2025-06110,C1215,WAR,2025-03-21,2025-03-26,2025-03-24,Web,Despatched
SO-2025-06111,C1730,WAR,2025-03-21,2025-03-24,2025-03-26,Trade counter,Despatched
SO-2025-06112,C1737,BRS,2025-03-21,2025-03-26,2025-03-21,Telephone,Despatched
SO-2025-06113,C1040,BRS,2025-03-21,2025-03-24,2025-03-21,Telephone,Despatched
SO-2025-06114,C1159,LIV,2025-03-21,2025-03-25,2025-03-21,Trade counter,Despatched
SO-2025-06115,C1227,DAV,2025-03-24,2025-03-26,2025-03-25,Web,Despatched
SO-2025-06116,C1255,DAV,2025-03-24,2025-03-26,2025-03-24,Trade counter,Despatched
SO-2025-06117,C1859,DAV,2025-03-24,2025-03-26,2025-03-24,Telephone,Despatched
SO-2025-06118,C1232,DAV,2025-03-24,2025-03-26,2025-03-24,Trade counter,Part despatched
SO-2025-06119,C1262,DAV,2025-03-24,2025-03-27,2025-03-25,Trade counter,Despatched
SO-2025-06120,C1563,DAV,2025-03-24,2025-03-28,2025-03-25,Web,Part despatched
SO-2025-06121,C1881,DAV,2025-03-24,2025-03-25,2025-03-24,Telephone,Despatched
SO-2025-06122,C1209,DAV,2025-03-24,2025-03-27,2025-03-24,Telephone,Despatched
SO-2025-06123,C1278,DAV,2025-03-24,2025-03-27,2025-03-25,Web,Despatched
SO-2025-06124,C1702,WAR,2025-03-24,2025-03-26,2025-03-24,Web,Part despatched
SO-2025-06125,C1047,WAR,2025-03-24,2025-03-25,2025-03-24,Web,Despatched
SO-2025-06126,C1475,BRS,2025-03-24,2025-03-27,2025-03-25,Trade counter,Despatched
SO-2025-06127,C1302,BRS,2025-03-24,2025-03-25,2025-03-24,Trade counter,Despatched
SO-2025-06128,C1435,LIV,2025-03-24,2025-03-27,2025-03-24,Telephone,Part despatched
SO-2025-06129,C1726,LIV,2025-03-24,2025-03-26,2025-03-25,Trade counter,Despatched
SO-2025-06130,C1109,LIV,2025-03-24,2025-03-25,2025-03-24,Account manager,Despatched
SO-2025-06131,C1422,LIV,2025-03-24,2025-03-25,2025-03-24,Web,Despatched
SO-2025-06132,C1366,DAV,2025-03-25,2025-03-26,2025-03-26,Telephone,Despatched
SO-2025-06133,C1515,DAV,2025-03-25,2025-03-28,2025-03-25,Telephone,Part despatched
SO-2025-06134,C1646,DAV,2025-03-25,2025-03-26,2025-03-27,Web,Despatched
SO-2025-06135,C1270,DAV,2025-03-25,2025-03-28,2025-03-25,Account manager,Despatched
SO-2025-06136,C1255,DAV,2025-03-25,2025-03-26,2025-03-25,Web,Part despatched
SO-2025-06137,C1841,DAV,2025-03-25,2025-03-27,2025-03-26,Trade counter,Despatched
SO-2025-06138,C1952,DAV,2025-03-25,2025-03-26,2025-03-25,Trade counter,Despatched
SO-2025-06139,C1094,DAV,2025-03-25,2025-03-31,2025-03-25,Telephone,Despatched
SO-2025-06140,C1290,DAV,2025-03-25,2025-03-31,2025-03-26,Trade counter,Part despatched
SO-2025-06141,C1145,DAV,2025-03-25,2025-03-31,2025-03-25,Web,Part despatched
SO-2025-06142,C1215,WAR,2025-03-25,2025-03-31,2025-03-25,Telephone,Despatched
SO-2025-06143,C1287,WAR,2025-03-25,2025-03-28,2025-03-25,Account manager,Despatched
SO-2025-06144,C1208,WAR,2025-03-25,2025-03-27,2025-03-26,Telephone,Despatched
SO-2025-06145,C1495,WAR,2025-03-25,2025-03-28,2025-03-25,Trade counter,Despatched
SO-2025-06146,C1785,BRS,2025-03-25,2025-03-31,2025-03-26,Telephone,Part despatched
SO-2025-06147,C1140,BRS,2025-03-25,2025-03-26,2025-03-25,Telephone,Despatched
SO-2025-06148,C1505,BRS,2025-03-25,2025-03-31,2025-03-27,Trade counter,Despatched
SO-2025-06149,C1602,BRS,2025-03-25,2025-03-31,2025-03-26,Telephone,Despatched
SO-2025-06150,C1528,LIV,2025-03-25,2025-03-26,2025-03-25,Trade counter,Despatched
SO-2025-06151,C1466,LIV,2025-03-25,2025-03-26,2025-03-25,Trade counter,Despatched
SO-2025-06152,C1607,LIV,2025-03-25,2025-03-28,2025-03-25,Account manager,Despatched
SO-2025-06153,C1689,LIV,2025-03-25,2025-03-27,2025-03-25,Telephone,Despatched
SO-2025-06154,C1109,LIV,2025-03-25,2025-03-27,2025-03-25,Telephone,Part despatched
SO-2025-06155,C1734,DAV,2025-03-26,2025-03-27,2025-03-28,Telephone,Despatched
SO-2025-06156,C1183,DAV,2025-03-26,2025-04-01,2025-03-27,Web,Despatched
SO-2025-06157,C1593,DAV,2025-03-26,2025-03-31,2025-03-26,Trade counter,Part despatched
SO-2025-06158,C1790,WAR,2025-03-26,2025-03-27,2025-03-26,Telephone,Despatched
SO-2025-06159,C1802,WAR,2025-03-26,2025-03-31,2025-03-31,Trade counter,Despatched
SO-2025-06160,C1398,WAR,2025-03-26,2025-03-31,2025-03-26,Web,Despatched
SO-2025-06161,C1234,WAR,2025-03-26,2025-04-01,2025-03-26,Web,Despatched
SO-2025-06162,C1560,WAR,2025-03-26,2025-03-27,2025-03-26,Web,Despatched
SO-2025-06163,C1352,BRS,2025-03-26,2025-03-31,2025-03-26,Web,Despatched
SO-2025-06164,C1435,LIV,2025-03-26,2025-03-27,2025-03-26,Telephone,Despatched
SO-2025-06165,C1723,LIV,2025-03-26,2025-03-28,2025-03-27,Telephone,Despatched
SO-2025-06166,C1085,LIV,2025-03-26,2025-03-27,2025-03-26,Web,Despatched
SO-2025-06167,C1422,LIV,2025-03-26,2025-03-28,2025-03-26,Web,Despatched
SO-2025-06168,C1531,DAV,2025-03-27,2025-04-01,2025-03-31,Trade counter,Despatched
SO-2025-06169,C1145,DAV,2025-03-27,2025-03-28,2025-03-28,Telephone,Despatched
SO-2025-06170,C1734,DAV,2025-03-27,2025-03-31,2025-03-27,Trade counter,Despatched
SO-2025-06171,C1113,DAV,2025-03-27,2025-04-01,2025-03-27,Web,Despatched
SO-2025-06172,C1651,WAR,2025-03-27,2025-03-31,2025-03-27,Trade counter,Despatched
SO-2025-06173,C1724,WAR,2025-03-27,2025-03-31,2025-03-27,Telephone,Despatched
SO-2025-06174,C1182,WAR,2025-03-27,2025-03-31,2025-03-31,Trade counter,Despatched
SO-2025-06175,C1032,WAR,2025-03-27,2025-04-01,2025-03-27,Telephone,Despatched
SO-2025-06176,C1730,WAR,2025-03-27,2025-04-02,2025-03-28,Telephone,Despatched
SO-2025-06177,C1659,BRS,2025-03-27,2025-04-01,2025-03-28,Web,Part despatched
SO-2025-06178,C1343,BRS,2025-03-27,2025-04-02,2025-03-27,Web,Part despatched
SO-2025-06179,C1498,BRS,2025-03-27,2025-04-01,2025-03-28,Telephone,Part despatched
SO-2025-06180,C1374,BRS,2025-03-27,2025-03-28,2025-03-31,Account manager,Part despatched
SO-2025-06181,C1115,BRS,2025-03-27,2025-03-31,2025-03-27,Telephone,Part despatched
SO-2025-06182,C1259,BRS,2025-03-27,2025-04-02,2025-03-27,Web,Part despatched
SO-2025-06183,C1343,BRS,2025-03-27,2025-04-02,2025-03-27,Web,Part despatched
SO-2025-06184,C1038,LIV,2025-03-27,2025-04-02,2025-03-27,Telephone,Despatched
SO-2025-06185,C1254,LIV,2025-03-27,2025-04-01,2025-03-27,Telephone,Despatched
SO-2025-06186,C1878,LIV,2025-03-27,2025-04-02,2025-03-27,Trade counter,Despatched
SO-2025-06187,C1085,LIV,2025-03-27,2025-03-31,2025-03-27,Trade counter,Despatched
SO-2025-06188,C1357,LIV,2025-03-27,2025-03-31,2025-03-27,Trade counter,Despatched
SO-2025-06189,C1748,DAV,2025-03-28,2025-04-01,2025-04-01,Telephone,Despatched
SO-2025-06190,C1366,DAV,2025-03-28,2025-03-31,2025-03-28,Trade counter,Despatched
SO-2025-06191,C1599,DAV,2025-03-28,2025-04-02,2025-03-28,Web,Despatched
SO-2025-06192,C1767,DAV,2025-03-28,2025-04-01,2025-03-28,Account manager,Despatched
SO-2025-06193,C1235,DAV,2025-03-28,2025-04-01,2025-03-31,Telephone,Part despatched
SO-2025-06194,C1299,DAV,2025-03-28,2025-03-31,,Trade counter,Cancelled
SO-2025-06195,C1888,DAV,2025-03-28,2025-04-01,2025-03-28,Trade counter,Despatched
SO-2025-06196,C1952,DAV,2025-03-28,2025-04-02,2025-04-01,Trade counter,Despatched
SO-2025-06197,C1871,WAR,2025-03-28,2025-03-31,2025-03-28,Web,Despatched
SO-2025-06198,C1651,WAR,2025-03-28,2025-04-02,2025-03-28,Trade counter,Part despatched
SO-2025-06199,C1057,WAR,2025-03-28,2025-04-03,2025-03-28,Account manager,Despatched
SO-2025-06200,C1785,BRS,2025-03-28,2025-04-02,2025-04-01,Trade counter,Despatched
SO-2025-06201,C1147,BRS,2025-03-28,2025-04-02,2025-03-31,Trade counter,Despatched
SO-2025-06202,C1151,BRS,2025-03-28,2025-04-01,2025-03-28,Web,Despatched
SO-2025-06203,C1304,BRS,2025-03-28,2025-04-02,2025-03-28,Telephone,Despatched
SO-2025-06204,C1803,LIV,2025-03-28,2025-04-02,2025-03-28,Web,Despatched
SO-2025-06205,C1911,LIV,2025-03-28,2025-03-31,2025-03-31,Account manager,Despatched
SO-2025-06206,C1321,LIV,2025-03-28,2025-03-31,2025-03-28,Web,Despatched
SO-2025-06207,C1321,LIV,2025-03-28,2025-04-03,2025-03-28,Account manager,Despatched
SO-2025-06208,C1168,LIV,2025-03-28,2025-04-01,2025-03-28,Web,Despatched
SO-2025-06209,C1470,DAV,2025-03-31,2025-04-03,2025-03-31,Trade counter,Despatched
SO-2025-06210,C1639,DAV,2025-03-31,2025-04-01,2025-03-31,Telephone,Despatched
SO-2025-06211,C1035,DAV,2025-03-31,2025-04-02,2025-03-31,Web,Part despatched
SO-2025-06212,C1078,DAV,2025-03-31,2025-04-01,2025-03-31,Trade counter,Despatched
SO-2025-06213,C1429,DAV,2025-03-31,2025-04-01,2025-04-01,Account manager,Despatched
SO-2025-06214,C1251,DAV,2025-03-31,2025-04-02,2025-04-01,Telephone,Despatched
SO-2025-06215,C1194,DAV,2025-03-31,2025-04-04,2025-04-02,Telephone,Part despatched
SO-2025-06216,C1486,DAV,2025-03-31,2025-04-02,2025-03-31,Trade counter,Despatched
SO-2025-06217,C1084,DAV,2025-03-31,2025-04-04,2025-04-01,Trade counter,Part despatched
SO-2025-06218,C1218,DAV,2025-03-31,2025-04-01,2025-03-31,Account manager,Despatched
SO-2025-06219,C1429,DAV,2025-03-31,2025-04-02,2025-03-31,Trade counter,Despatched
SO-2025-06220,C1026,WAR,2025-03-31,2025-04-03,2025-04-01,Web,Despatched
SO-2025-06221,C1495,WAR,2025-03-31,2025-04-04,2025-03-31,Trade counter,Despatched
SO-2025-06222,C1391,WAR,2025-03-31,2025-04-03,2025-03-31,Telephone,Despatched
SO-2025-06223,C1032,WAR,2025-03-31,2025-04-02,2025-03-31,Trade counter,Despatched
SO-2025-06224,C1785,BRS,2025-03-31,2025-04-01,2025-03-31,Trade counter,Despatched
SO-2025-06225,C1659,BRS,2025-03-31,2025-04-04,2025-04-01,Web,Part despatched
SO-2025-06226,C1343,BRS,2025-03-31,2025-04-01,2025-04-03,Telephone,Part despatched
SO-2025-06227,C1352,BRS,2025-03-31,2025-04-04,2025-03-31,Account manager,Part despatched
SO-2025-06228,C1505,BRS,2025-03-31,2025-04-04,2025-03-31,Trade counter,Part despatched
SO-2025-06229,C1578,BRS,2025-03-31,2025-04-02,2025-04-01,Account manager,Despatched
SO-2025-06230,C1352,BRS,2025-03-31,2025-04-04,2025-03-31,Trade counter,Part despatched
SO-2025-06231,C1785,BRS,2025-03-31,2025-04-01,2025-03-31,Web,Part despatched
SO-2025-06232,C1821,LIV,2025-03-31,2025-04-04,2025-04-02,Telephone,Despatched
SO-2025-06233,C1085,LIV,2025-03-31,2025-04-02,2025-03-31,Telephone,Part despatched
SO-2025-06234,C1515,DAV,2025-04-01,2025-04-07,2025-04-01,Web,Despatched
SO-2025-06235,C1389,DAV,2025-04-01,2025-04-04,2025-04-01,Telephone,Despatched
SO-2025-06236,C1429,DAV,2025-04-01,2025-04-03,2025-04-01,Telephone,Despatched
SO-2025-06237,C1429,DAV,2025-04-01,2025-04-03,2025-04-01,Telephone,Despatched
SO-2025-06238,C1626,DAV,2025-04-01,2025-04-07,2025-04-02,Telephone,Despatched
SO-2025-06239,C1450,WAR,2025-04-01,2025-04-04,2025-04-01,Trade counter,Despatched
SO-2025-06240,C1051,WAR,2025-04-01,2025-04-04,2025-04-02,Telephone,Despatched
SO-2025-06241,C1123,WAR,2025-04-01,2025-04-07,2025-04-02,Web,Part despatched
SO-2025-06242,C1871,WAR,2025-04-01,2025-04-07,2025-04-01,Trade counter,Despatched
SO-2025-06243,C1730,WAR,2025-04-01,2025-04-02,2025-04-01,Account manager,Part despatched
SO-2025-06244,C1338,BRS,2025-04-01,2025-04-04,2025-04-02,Telephone,Despatched
SO-2025-06245,C1874,BRS,2025-04-01,2025-04-02,2025-04-02,Trade counter,Despatched
SO-2025-06246,C1343,BRS,2025-04-01,2025-04-07,2025-04-02,Web,Part despatched
SO-2025-06247,C1212,BRS,2025-04-01,2025-04-07,2025-04-01,Telephone,Despatched
SO-2025-06248,C1238,BRS,2025-04-01,2025-04-02,2025-04-01,Telephone,Despatched
SO-2025-06249,C1379,LIV,2025-04-01,2025-04-02,2025-04-02,Trade counter,Despatched
SO-2025-06250,C1666,LIV,2025-04-01,2025-04-02,2025-04-03,Trade counter,Despatched
SO-2025-06251,C1593,DAV,2025-04-02,2025-04-07,2025-04-02,Trade counter,Despatched
SO-2025-06252,C1577,DAV,2025-04-02,2025-04-08,2025-04-02,Trade counter,Part despatched
SO-2025-06253,C1599,DAV,2025-04-02,2025-04-03,2025-04-02,Telephone,Despatched
SO-2025-06254,C1366,DAV,2025-04-02,2025-04-03,2025-04-02,Telephone,Despatched
SO-2025-06255,C1062,DAV,2025-04-02,2025-04-03,2025-04-02,Telephone,Despatched
SO-2025-06256,C1389,DAV,2025-04-02,2025-04-07,2025-04-03,Account manager,Despatched
SO-2025-06257,C1881,DAV,2025-04-02,2025-04-07,2025-04-03,Trade counter,Despatched
SO-2025-06258,C1532,DAV,2025-04-02,2025-04-03,2025-04-02,Telephone,Despatched
SO-2025-06259,C1042,DAV,2025-04-02,2025-04-08,2025-04-02,Trade counter,Despatched
SO-2025-06260,C1209,DAV,2025-04-02,2025-04-07,2025-04-02,Web,Despatched
SO-2025-06261,C1610,DAV,2025-04-02,2025-04-03,2025-04-02,Trade counter,Despatched
SO-2025-06262,C1482,WAR,2025-04-02,2025-04-07,2025-04-03,Telephone,Despatched
SO-2025-06263,C1702,WAR,2025-04-02,2025-04-04,2025-04-02,Trade counter,Despatched
SO-2025-06264,C1044,BRS,2025-04-02,2025-04-04,2025-04-02,Web,Despatched
SO-2025-06265,C1115,BRS,2025-04-02,2025-04-07,2025-04-07,Web,Despatched
SO-2025-06266,C1147,BRS,2025-04-02,2025-04-04,2025-04-02,Telephone,Part despatched
SO-2025-06267,C1741,BRS,2025-04-02,2025-04-04,2025-04-02,Telephone,Part despatched
SO-2025-06268,C1212,BRS,2025-04-02,2025-04-04,2025-04-02,Telephone,Despatched
SO-2025-06269,C1212,BRS,2025-04-02,2025-04-07,2025-04-04,Web,Despatched
SO-2025-06270,C1266,LIV,2025-04-02,2025-04-08,2025-04-02,Account manager,Despatched
SO-2025-06271,C1821,LIV,2025-04-02,2025-04-07,2025-04-02,Telephone,Despatched
SO-2025-06272,C1584,LIV,2025-04-02,2025-04-03,2025-04-02,Trade counter,Despatched
SO-2025-06273,C1693,LIV,2025-04-02,2025-04-07,2025-04-02,Telephone,Despatched
SO-2025-06274,C1687,LIV,2025-04-02,2025-04-04,2025-04-02,Telephone,Part despatched
SO-2025-06275,C1835,LIV,2025-04-02,2025-04-08,2025-04-02,Web,Part despatched
SO-2025-06276,C1110,DAV,2025-04-03,2025-04-04,2025-04-04,Trade counter,Despatched
SO-2025-06277,C1194,DAV,2025-04-03,2025-04-07,2025-04-03,Account manager,Part despatched
SO-2025-06278,C1249,DAV,2025-04-03,2025-04-04,2025-04-08,Telephone,Despatched
SO-2025-06279,C1413,DAV,2025-04-03,2025-04-07,2025-04-08,Account manager,Despatched
SO-2025-06280,C1138,DAV,2025-04-03,2025-04-07,2025-04-03,Telephone,Despatched
SO-2025-06281,C1948,WAR,2025-04-03,2025-04-09,2025-04-07,Telephone,Despatched
SO-2025-06282,C1651,WAR,2025-04-03,2025-04-08,2025-04-03,Trade counter,Despatched
SO-2025-06283,C1141,WAR,2025-04-03,2025-04-07,2025-04-07,Trade counter,Part despatched
SO-2025-06284,C1702,WAR,2025-04-03,2025-04-09,2025-04-03,Web,Despatched
SO-2025-06285,C1243,WAR,2025-04-03,2025-04-08,2025-04-04,Account manager,Despatched
SO-2025-06286,C1674,BRS,2025-04-03,2025-04-07,2025-04-07,Trade counter,Despatched
SO-2025-06287,C1302,BRS,2025-04-03,2025-04-09,2025-04-03,Telephone,Part despatched
SO-2025-06288,C1619,BRS,2025-04-03,2025-04-08,2025-04-07,Account manager,Despatched
SO-2025-06289,C1785,BRS,2025-04-03,2025-04-09,2025-04-03,Telephone,Despatched
SO-2025-06290,C1566,LIV,2025-04-03,2025-04-09,2025-04-03,Web,Despatched
SO-2025-06291,C1634,LIV,2025-04-03,2025-04-08,2025-04-08,Account manager,Part despatched
SO-2025-06292,C1975,LIV,2025-04-03,2025-04-04,2025-04-03,Account manager,Despatched
SO-2025-06293,C1109,LIV,2025-04-03,2025-04-08,2025-04-03,Telephone,Despatched
SO-2025-06294,C1964,LIV,2025-04-03,2025-04-08,2025-04-03,Trade counter,Despatched
SO-2025-06295,C1429,DAV,2025-04-04,2025-04-07,2025-04-04,Telephone,Despatched
SO-2025-06296,C1410,DAV,2025-04-04,2025-04-09,2025-04-04,Account manager,Despatched
